year,airport_code_std,enplanements_counterfactual
2000,ILM,228114.3867102563
2000,IMT,7310.91206022352
2000,IND,3744803.584677845
2000,INL,21850.272136555985
2000,IPL,14657.537946734576
2000,ISP,1102632.800213933
2000,ITH,81180.62292619795
2000,ITO,709949.9592450261
2000,JAC,179070.26052170247
2000,JAN,678970.1482032537
2000,JAX,2606976.777834654
2000,JFK,14360916.04324627
2000,JLN,23395.428642749783
2000,JNU,381446.8604490757
2000,JST,17646.484711607918
2000,KLG,4558.915063696215
2000,KOA,1241859.0386641622
2000,KSM,7572.960440624505
2000,KTN,103277.518962875
2000,KVL,3530.719833523268
2000,LAN,314848.0227088205
2000,LAR,9867.3175281547
2000,LAS,17364539.641280174
2000,LAW,48954.67677537352
2000,LAX,27682608.34927368
2000,LBB,557284.6816192716
2000,LBE,-2537.9228307306767
2000,LBF,7865.680102429353
2000,LBL,4981.317792153452
2000,LCH,47672.004308240954
2000,LCK,21907.47933486104
2000,LEB,11263.539109318168
2000,LEX,501231.1405162811
2000,LFT,161056.03483243287
2000,LGA,11580877.516949177
2000,LGB,756841.5286557674
2000,LIH,1285368.9899324777
2000,LIT,1220493.0697680712
2000,LNK,245183.5030775368
2000,LNS,11935.850367117671
2000,LNY,63574.69432116672
2000,LRD,76936.66965284944
2000,LSE,117538.8896100372
2000,LWB,11989.444691970011
2000,LWS,56772.59389499575
2000,LYH,61420.0538822934
2000,MAF,425645.6919637621
2000,MAZ,26076.80015566945
2000,MBS,264487.7104617059
2000,MCE,6405.691643079743
2000,MCG,5444.987443591468
2000,MCI,5386699.4136105925
2000,MCO,13664991.99995637
2000,MCW,15144.514409074329
2000,MDT,647010.9109524786
2000,MDW,7429834.57084161
2000,MEI,27325.441640283912
2000,MEM,6111839.677340984
2000,MFE,293340.91908347607
2000,MFR,223306.00183209777
2000,MGM,228007.67227719724
2000,MGW,14750.471284095198
2000,MHK,4919.147050872445
2000,MHT,1868054.868541956
2000,MIA,13988333.562172413
2000,MKE,3013866.5156931877
2000,MKG,42286.603127832524
2000,MKK,85573.92037070543
2000,MLB,226828.87854343653
2000,MLI,402653.985255301
2000,MLU,105415.15013065562
2000,MOB,348708.2599872947
2000,MOT,53795.92831411958
2000,MOU,6479.258430691203
2000,MRI,13459.664324432611
2000,MRY,201088.4018081948
2000,MSL,6620.437184173148
2000,MSN,745399.872612536
2000,MSO,233168.82410608232
2000,MSP,16418377.788162949
2000,MSS,2917.714236064814
2000,MSY,4562280.268951416
2000,MTJ,67254.1494127661
2000,MVY,60704.076545633376
2000,MWA,11774.188251355665
2000,MYR,680031.4661421776
2000,OAJ,26191.376639455557
2000,OAK,6307609.403206825
2000,OGG,2746859.9367944
2000,OKC,1667756.8960518092
2000,OMA,1811440.3154696224
2000,OME,56331.41483733803
2000,ONT,3445018.825834155
2000,OOK,4045.703511587344
2000,ORD,33352200.372520983
2000,ORF,1726987.428465426
2000,ORS,4713.103850344196
2000,OTH,33543.21954717487
2000,OTZ,55558.20210934244
2000,OWB,3642.659057982266
2000,PAH,33433.68511194922
2000,PBI,3094525.92525208
2000,PDT,12013.337825497612
2000,PDX,6011931.217782259
2000,PGA,16501.6863191491
2000,PGV,36276.82806517184
2000,PHF,340214.54463636875
2000,PHL,12358448.036234856
2000,PHO,3997.27684775088
2000,PHX,17969481.684248924
2000,PIA,187206.21215878427
2000,PIB,13313.10456207022
2000,PIE,335676.17863440514
2000,PIH,48635.5332750082
2000,PIR,17401.23924258165
2000,PIT,9072167.722667694
2000,PKB,18331.36455783993
2000,PLN,35139.5633044187
2000,PNS,631245.0946904346
2000,PPG,68175.8937818706
2000,PQI,19744.567360070538
2000,PRC,6904.6983147114515
2000,PSC,191461.00439989567
2000,PSE,-5422.601697772741
2000,PSG,17805.11388307043
2000,PSM,26709.87427827716
2000,PSP,587947.5972177982
2000,PUW,22988.147828526795
2000,PVC,11895.303333182586
2000,PVD,2863281.6013685092
2000,PWM,625026.2690079827
2000,RAP,205965.61319400556
2000,RDD,68444.470855847
2000,RDM,133516.02264767885
2000,RDU,4587557.942032337
2000,RFD,18708.592003673315
2000,RHI,37465.80214116722
2000,RIC,1160542.147222638
2000,RIW,12581.43376722932
2000,RKD,13592.308774456382
2000,RKS,9121.9154757075
2000,RNO,2576634.954067491
2000,ROA,321879.8047442436
2000,ROC,1261872.262582779
2000,ROW,5797.558611344546
2000,RST,151960.08524172753
2000,RSW,2694634.7016375065
2000,SAF,20933.697235256433
2000,SAN,7411610.318825483
2000,SAT,3265497.290494453
2000,SAV,886234.8533987403
2000,SAW,57190.72078441456
2000,SBA,410169.3313516304
2000,SBN,421050.1603848934
2000,SBP,155627.36283574998
2000,SBY,59568.69672850566
2000,SCC,9955.653887435794
2000,SCK,3902.14264241606
2000,SCM,3399.3617003436666
2000,SDF,1868081.856713593
2000,SDP,3978.41252556094
2000,SDY,12210.910431735218
2000,SEA,12551142.230056765
2000,SFB,595315.0544418097
2000,SFO,13269697.081075668
2000,SGF,335610.54880685103
2000,SGU,40615.7174044624
2000,SGY,12584.831805994036
2000,SHD,10919.114245034754
2000,SHH,3965.395242072642
2000,SHR,13054.124350979924
2000,SHV,323758.9185387641
2000,SIG,5994.560344688594
2000,SIT,70867.06724754535
2000,SJC,5807910.685866356
2000,SJT,48298.737536773086
2000,SJU,5086070.2343633175
2000,SLC,9120129.454263749
2000,SLK,2718.2216045070672
2000,SLN,8963.07538441196
2000,SMF,4374097.406950355
2000,SMX,40985.09029182047
2000,SNA,4017942.494535446
2000,SOV,7415.87882681191
2000,SOW,4316.788399135694
2000,SPI,93197.89530831575
2000,SPS,47360.92091987841
2000,SRQ,641750.1009044498
2000,STC,22823.345837562345
2000,STL,11216868.161636353
2000,STS,30446.00442224741
2000,STT,505349.21360373497
2000,STX,187487.50340600312
2000,SUN,69990.7554178685
2000,SUX,68445.99327108264
2000,SVA,3913.318321152125
2000,SWF,228164.31153190136
2000,SYR,1049424.675596118
2000,TBN,6937.752473698929
2000,TEX,19712.08434163872
2000,TLH,553682.3848544806
2000,TNI,33670.37765661627
2000,TOL,334611.8485326171
2000,TPA,8061080.594083786
2000,TRI,216336.8185235215
2000,TTN,-1167.167874336243
2000,TUL,1592919.8040079474
2000,TUP,22625.725067451596
2000,TUS,1844014.3079476357
2000,TVC,199659.20344294608
2000,TVF,5449.59838064108
2000,TWF,37130.98415074125
2000,TXK,33231.77720741602
2000,TYR,66626.95664176345
2000,TYS,766630.2679234743
2000,UIN,11988.170793358237
2000,UNK,8288.220526446996
2000,UNV,127322.58758894728
2000,VAK,4752.863336052047
2000,VCT,16328.514422146603
2000,VDZ,19830.287277484196
2000,VLD,34409.540449973196
2000,VPS,377376.9507931471
2000,VQS,13561.306594358755
2000,WLK,5518.379914197139
2000,WRG,10307.838701793458
2000,WST,7913.923250116408
2000,WTK,4361.084171955474
2000,WYS,3081.250872846693
2000,XNA,391912.93331223726
2000,YAK,13746.84704061225
2000,YKM,66975.39665113203
2000,Z09,2718.8170571262017
2001,0AK,4081.922544864705
2001,16A,2719.898086643778
2001,1G4,27441.456148147583
2001,2A9,3749.0930542573337
2001,A61,3743.531538967043
2001,ABE,479949.5802128315
2001,ABI,55280.67229779065
2001,ABQ,3108653.691424966
2001,ABR,25010.185185322534
2001,ABY,35562.18925826732
2001,ACK,269153.30834656954
2001,ACT,60260.657365188
2001,ACV,100837.52281679212
2001,ACY,437961.6522525549
2001,ADQ,64145.6007809937
2001,AEX,124459.02432391047
2001,AGS,167708.83708560467
2001,AKN,41401.04327590577
2001,AKP,2741.7862530131824
2001,ALB,1439077.7225017548
2001,ALO,45328.12665871158
2001,ALS,4827.424859624123
2001,ALW,25898.5019893907
2001,AMA,421996.07854658365
2001,ANC,2355329.9641305655
2001,ANI,18607.22118332982
2001,AOO,11096.807343949564
2001,APN,10481.332544598728
2001,AQH,4623.392495677806
2001,ASE,190625.29348243773
2001,ATL,37815426.98921347
2001,ATW,259788.56481151283
2001,ATY,6888.559837948531
2001,AUG,5310.26880373992
2001,AUK,3901.6207255222903
2001,AUS,3097854.014760971
2001,AVL,246354.1889925003
2001,AVP,188852.5677426681
2001,AWI,3366.522843125742
2001,AZO,237651.50644487143
2001,BDL,3330183.2183315754
2001,BET,132825.34932148457
2001,BFD,8050.141157256439
2001,BFF,10886.286585200578
2001,BFI,15963.817913606765
2001,BFL,120774.47537848352
2001,BGM,129124.59240427612
2001,BGR,301599.5319644809
2001,BHB,12014.714095926844
2001,BHM,1481675.348090589
2001,BID,7910.882064586505
2001,BIL,355717.12693813443
2001,BIS,134419.14900159836
2001,BJI,27753.81188084185
2001,BLI,85431.46110665798
2001,BLV,-2751.7211664021015
2001,BMI,227867.15303316712
2001,BNA,3954062.8510513306
2001,BOI,1376170.7294685394
2001,BOS,10890432.791680336
2001,BPT,63774.99417886138
2001,BQK,27835.26775151491
2001,BQN,48825.82675024867
2001,BRD,18822.27836002782
2001,BRL,10249.969685848802
2001,BRO,61419.36669958662
2001,BRW,35561.736254886724
2001,BTM,43269.992901690304
2001,BTR,385469.9805197716
2001,BTV,540147.1706202626
2001,BUF,2163158.3345417976
2001,BUR,2358048.434743762
2001,BVK,3297.4182345606387
2001,BWI,9524157.014571669
2001,BZN,247110.30323964357
2001,CAE,563131.4311635792
2001,CAK,491929.9210553169
2001,CDB,8698.196060657967
2001,CDC,9200.1687274836
2001,CDV,19409.92964764405
2001,CEC,13401.812456189657
2001,CEZ,7776.803198293317
2001,CFK,2900.329236347927
2001,CGI,7664.978985950351
2001,CHA,237153.51831638813
2001,CHO,156164.5991321206
2001,CHS,732540.9900455475
2001,CID,450705.8155082166
2001,CIU,13674.445918528363
2001,CKB,10761.36566927284
2001,CLE,5576830.68546164
2001,CLL,78199.13326193765
2001,CLT,11229822.816052675
2001,CMH,3169161.990293741
2001,CMI,115591.89097380824
2001,CMX,26791.351712883217
2001,CNM,5136.361495080404
2001,CNY,2486.9838428236544
2001,COD,23232.13533988595
2001,COS,1092443.0610695104
2001,COU,16995.043075710535
2001,CPR,61320.6806191355
2001,CRP,399146.6250706315
2001,CRQ,65942.13959143776
2001,CRW,270445.3059901893
2001,CSG,72826.46949346364
2001,CVG,10517999.193599224
2001,CWA,145871.88207042217
2001,CYS,20710.710734284483
2001,D76,5059.758198549971
2001,DAB,249657.23648391291
2001,DAL,2537036.042649269
2001,DAY,1232209.2615792751
2001,DBQ,48815.96025300026
2001,DCA,6200507.282725811
2001,DDC,3975.6511476729065
2001,DEC,13291.865965459496
2001,DEN,17529885.18686819
2001,DFW,25791392.611984253
2001,DHN,62791.347937360406
2001,DIK,2600.845836535096
2001,DLG,42743.5037850145
2001,DLH,138902.65155466646
2001,DRO,90090.70017739758
2001,DSM,819898.1570268273
2001,DTW,16142506.994822023
2001,DUJ,11698.324167326093
2001,DUT,29897.486475501908
2001,DUY,3025.4121476057917
2001,DVL,2358.0343111490365
2001,EAR,8220.546366497874
2001,EAT,42542.85717637837
2001,EAU,21758.45386590436
2001,EEK,2765.4846969869686
2001,EGE,179912.1086832583
2001,EKO,97350.84705165029
2001,ELM,96559.06749099492
2001,ELP,1543690.7167047262
2001,ENA,93567.0784084238
2001,ENM,6775.883495057002
2001,ERI,152060.09577628225
2001,ESC,11588.14555130899
2001,EUG,322637.2716450095
2001,EVV,220639.9905072078
2001,EWN,79721.01987513155
2001,EWR,15049844.142366886
2001,EYW,278405.71519088745
2001,FAI,376634.23124507256
2001,FAR,234759.31989749896
2001,FAT,479987.1905334592
2001,FAY,138157.93820263445
2001,FHR,15779.23625270743
2001,FLG,34631.1712994501
2001,FLL,7961674.035446644
2001,FLO,48835.447783596814
2001,FNT,412696.1328254938
2001,FOD,9204.4659265792
2001,FSD,309108.3377728462
2001,FSM,91472.70898037685
2001,FWA,299743.1913613379
2001,FYU,9432.93339163321
2001,GAL,11513.905555089936
2001,GAM,3566.513316254597
2001,GCC,13190.22183611244
2001,GCK,7007.569348553196
2001,GEG,1418923.7813591063
2001,GFK,84185.0886513032
2001,GGG,28816.95664984919
2001,GJT,128202.46945145726
2001,GLH,10967.371170500526
2001,GNV,126542.555825755
2001,GPI,149599.64243230224
2001,GPT,441869.8982591033
2001,GRB,372256.7120420635
2001,GRI,3845.7653260678057
2001,GRK,139471.33831751347
2001,GRO,34145.234114382416
2001,GRR,932751.0990066528
2001,GSN,526652.6734409332
2001,GSO,1336191.304355502
2001,GSP,705177.3997830153
2001,GST,11273.505090595225
2001,GTF,134538.67156548798
2001,GTR,39366.052161082625
2001,GUC,44806.11004317133
2001,GUM,1394013.6445949078
2001,HDN,110110.42950990796
2001,HGR,18957.97456997633
2001,HIB,9654.021155232564
2001,HLA,3248.407232060905
2001,HLN,77737.45212064311
2001,HNH,9354.579310985457
2001,HNL,9741757.254663706
2001,HNS,8546.001464775763
2001,HOM,31646.61817437038
2001,HOU,3742398.439291477
2001,HPB,5561.826330100186
2001,HPN,472649.0139015913
2001,HRL,440525.5761939734
2001,HRO,2851.353961427696
2001,HSV,525699.1886695623
2001,HTS,48114.31855431571
2001,HVN,32077.08765103668
2001,HXD,81726.5357709378
2001,HYA,193561.11051112413
2001,HYS,6855.743105156507
2001,IAD,9113758.89907837
2001,IAH,16228724.949098589
2001,IAN,3640.783769483213
2001,ICT,617788.0853402019
2001,IDA,118055.3545793891
2001,IIK,5460.328979149694
2001,ILI,9348.12905452284
2001,ILM,236697.18858358264
2001,IMT,6996.485072251409
2001,IND,3628702.4893186097
2001,INL,20810.77626832109
2001,IPL,13429.345018150285
2001,ISP,1034364.800765276
2001,ITH,86554.00721225515
2001,ITO,696921.0290379822
2001,JAC,181241.25813139975
2001,JAN,662752.3850265145
2001,JAX,2532711.607250929
2001,JFK,14894430.00652504
2001,JLN,22491.271447077394
2001,JNU,369803.96311724186
2001,JST,16605.742884142324
2001,KLG,4292.527925211471
2001,KOA,1205629.0152878163
2001,KSM,7735.456906113774
2001,KTN,101068.10253688692
2001,KVL,3381.222157241602
2001,LAN,292946.6965696487
2001,LAR,9414.849451024083
2001,LAS,17019147.66453266
2001,LAW,50949.81384442747
2001,LAX,27381741.18468094
2001,LBB,541972.59618631
2001,LBE,5324.602947086096
2001,LBF,7478.072347606532
2001,LBL,5357.436902294867
2001,LCH,49411.592146081384
2001,LCK,14603.95387777686
2001,LEB,10636.09739125811
2001,LEX,495903.3179681897
2001,LFT,166019.28761337698
2001,LGA,11448643.275565624
2001,LGB,784127.4369208813
2001,LIH,1254054.4100660682
2001,LIT,1188838.001396954
2001,LNK,231982.11024704576
2001,LNS,11504.794709570706
2001,LNY,61397.73644001782
2001,LRD,79893.07062672079
2001,LSE,114169.7307447195
2001,LWB,11478.228442914318
2001,LWS,57571.64620180428
2001,LYH,64472.0207054615
2001,MAF,419596.7760665118
2001,MAZ,24617.58605935425
2001,MBS,248606.3132223934
2001,MCE,5716.789235754404
2001,MCG,5538.2466761423275
2001,MCI,5245614.124196842
2001,MCO,13492901.862597227
2001,MCW,14420.16771127109
2001,MDT,645210.0163525343
2001,MDW,7555722.693263769
2001,MEI,25488.151773914695
2001,MEM,5801788.73688364
2001,MFE,289052.0270423293
2001,MFR,219544.54681792855
2001,MGM,222511.5339304656
2001,MGW,15050.46761757508
2001,MHK,11462.080752924085
2001,MHT,1770483.2479600906
2001,MIA,14386710.450738909
2001,MKE,3115994.430920601
2001,MKG,38000.35863094102
2001,MKK,84725.04987009615
2001,MLB,223780.16584545377
2001,MLI,401236.7044941783
2001,MLU,103966.81360000186
2001,MOB,339620.3025406599
2001,MOT,70040.41860428452
2001,MOU,6367.041654378641
2001,MRI,14115.497125968335
2001,MRY,197038.9508642219
2001,MSL,6734.432967530098
2001,MSN,729909.6680364013
2001,MSO,232826.574586764
2001,MSP,16084177.545845032
2001,MSS,3092.8105572909117
2001,MSY,4504607.151557922
2001,MTJ,66006.0889095217
2001,MVY,59862.90885116905
2001,MWA,11475.621558750048
2001,MYR,664408.6125677824
2001,OAJ,40211.49134521186
2001,OAK,5866111.933358908
2001,OGG,2673762.7362025976
2001,OKC,1644831.9736443013
2001,OMA,1795676.3080967069
2001,OME,55443.6343269404
2001,ONT,3199620.467326045
2001,OOK,4106.075630596839
2001,ORD,32345421.099484533
2001,ORF,1670941.8794606924
2001,ORS,4424.68605074659
2001,OTH,31014.58841858804
2001,OTZ,55385.970026507974
2001,OWB,6484.154804248363
2001,PAH,31655.011367019262
2001,PBI,2989531.8936730623
2001,PDT,11057.51059903577
2001,PDX,5936019.393827915
2001,PGA,16376.362292940265
2001,PGV,39408.401531003416
2001,PHF,338570.2401522398
2001,PHL,12368489.064359665
2001,PHO,4002.746909605805
2001,PHX,17791870.35379219
2001,PIA,190704.88286542892
2001,PIB,13093.870526978746
2001,PIE,328577.4578540325
2001,PIH,44494.20728221536
2001,PIR,16269.7415991351
2001,PIT,8592650.172351837
2001,PKB,17479.598726794124
2001,PLN,33358.204030824825
2001,PNS,612851.8707879409
2001,PPG,65829.89575764537
2001,PQI,18974.674553879537
2001,PRC,6295.103953674436
2001,PSC,202970.087279886
2001,PSE,1948.903849452734
2001,PSG,17450.787676500797
2001,PSM,22724.695371568203
2001,PSP,585038.5745460987
2001,PUW,24113.498609535396
2001,PVC,11817.467370156895
2001,PVD,2714886.1098861843
2001,PWM,633741.5471783616
2001,RAP,208630.66527425684
2001,RDD,62681.13845320791
2001,RDM,130574.40938326716
2001,RDU,4428785.21709919
2001,RFD,24109.847902059555
2001,RHI,33984.720747344196
2001,RIC,1159820.2372038364
2001,RIW,12480.344589155167
2001,RKD,13830.423594988417
2001,RKS,10286.187383573502
2001,RNO,2416041.8919110857
2001,ROA,315730.34572552703
2001,ROC,1229610.9503929615
2001,ROW,9188.5787900351
2001,RST,141743.79432687908
2001,RSW,2693187.125143051
2001,SAF,22093.04428330064
2001,SAN,7284506.362728596
2001,SAT,3267703.311765004
2001,SAV,829737.8277002573
2001,SAW,54087.12478360534
2001,SBA,393794.88544712216
2001,SBN,402111.2969147265
2001,SBP,142373.85022684932
2001,SBY,60167.71374151064
2001,SCC,11680.700743734837
2001,SCK,9484.18427016586
2001,SCM,3436.4715265717823
2001,SDF,1807142.7269340751
2001,SDP,3996.799325974076
2001,SDY,11872.754884731025
2001,SEA,12524317.05436039
2001,SFB,567796.2355360687
2001,SFO,13860290.07515335
2001,SGF,323604.56625775853
2001,SGU,37970.76600281894
2001,SGY,11751.683513888624
2001,SHD,11560.749038264155
2001,SHH,3677.136964117177
2001,SHR,12672.199330747128
2001,SHV,312004.30245156586
2001,SIG,8930.49779932946
2001,SIT,68538.1503991019
2001,SJC,5413787.667798996
2001,SJT,47551.617425240576
2001,SJU,4879617.053045034
2001,SLC,8957410.340690255
2001,SLK,3190.5794463810744
2001,SLN,7828.523422528058
2001,SMF,4181351.671756208
2001,SMX,42016.44604751468
2001,SNA,3954217.257201672
2001,SOV,6657.603857059032
2001,SOW,3939.286399016157
2001,SPI,91817.0234529525
2001,SPS,46530.27763522789
2001,SRQ,617598.9196487516
2001,STC,21584.69450620562
2001,STL,10780750.131404877
2001,STS,32690.471587359905
2001,STT,524245.3671624661
2001,STX,185401.13328775764
2001,SUN,65084.87059727311
2001,SUX,63416.62863589823
2001,SVA,3800.505571650341
2001,SWF,205125.86860090497
2001,SYR,1010679.5345466136
2001,TBN,6867.781940219458
2001,TEX,17975.092124096118
2001,TLH,516634.22154033184
2001,TNI,31423.72170777619
2001,TOL,305162.7290584445
2001,TPA,7831516.654724896
2001,TRI,214742.46721144769
2001,TTN,-389.19038343429565
2001,TUL,1539777.465447247
2001,TUP,19279.61257733032
2001,TUS,1781368.084327459
2001,TVC,190648.23995012045
2001,TVF,5102.989681602456
2001,TWF,34884.803208865225
2001,TXK,31899.68939259369
2001,TYR,67557.05855686963
2001,TYS,746133.9095324576
2001,UIN,12174.465711690484
2001,UNK,8621.135773817427
2001,UNV,125467.83374178782
2001,VAK,4885.749984019203
2001,VCT,14902.215205932036
2001,VDZ,19682.51713543071
2001,VLD,34220.88606526423
2001,VPS,356455.819994092
2001,VQS,20330.219104506075
2001,WLK,5277.402588851284
2001,WRG,10236.07762560714
2001,WST,7783.843960298225
2001,WTK,4200.934319458902
2001,WYS,3177.1100271986797
2001,XNA,386344.13166298345
2001,YAK,13304.238428606652
2001,YKM,64801.65522297844
2001,Z09,2908.8071495285258
2002,0AK,4018.6712313938183
2002,16A,2777.8923701560125
2002,1G4,36648.67823922634
2002,2A9,3747.262758507859
2002,A61,3740.0746928728186
2002,ABE,468695.5523763895
2002,ABI,55984.20846192539
2002,ABQ,3037140.8603692055
2002,ABR,24785.123052221723
2002,ABY,35066.904066774994
2002,ACK,257005.96477466825
2002,ACT,59451.49097302556
2002,ACV,96503.77969696371
2002,ACY,454000.9878382981
2002,ADQ,64934.46969386935
2002,AEX,129204.74485519528
2002,AGS,179664.19805654883
2002,AKN,40932.4806861151
2002,AKP,2813.718720638659
2002,ALB,1413511.4356514812
2002,ALO,43347.21134600043
2002,ALS,4811.559761209181
2002,ALW,26833.928774431348
2002,AMA,413534.77813753486
2002,ANC,2341865.6911978275
2002,ANI,17748.6804378666
2002,AOO,10527.394370294176
2002,APN,10790.844413153827
2002,AQH,4695.35216643475
2002,ASE,193896.05988243225
2002,ATL,38379267.94039345
2002,ATW,256660.6346593648
2002,ATY,6950.220633391291
2002,AUG,5315.287066771649
